id,Turno Carga,equipo_acarreo,operador_acarreo,material,flota_carguio,equipo_carguio,duracion_llegada,duracion_acarreo,duracion_descarga,duracion_viajando_vacio,tonelaje,efh_cargado_km,efh_vacio_km,distancia_cargado_km,distancia_vacia_km,velocidad_cargado,velocidad_vacio
1126986,A,Equipo_acarreo 15,Operador 63,Desmonte,Flota_carguio 1,Equipo_carguio 1,66,382,26,342.0,289.0,3.18,3.42,2.86,2.91,26.93,32.19
1126988,A,Equipo_acarreo 14,Operador 62,Desmonte,Flota_carguio 2,Equipo_carguio 2,136,228,40,226.2,283.0,1.9,2.26,1.9,1.85,29.84,29.64
1126989,A,Equipo_acarreo 5,Operador 66,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,146,974,34,529.8,295.0,8.12,5.3,4.26,4.37,15.45,32.82
1126990,A,Equipo_acarreo 17,Operador 64,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,385,1014,38,781.1999999999999,291.0,8.45,7.81,4.26,5.02,14.8,25.72
1126991,A,Equipo_acarreo 8,Operador 46,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,161,944,44,508.2000000000001,287.0,7.87,5.08,4.25,4.15,16.06,29.53
1126992,A,Equipo_acarreo 6,Operador 115,Desmonte,Flota_carguio 1,Equipo_carguio 6,0,980,36,400.2,289.0,8.17,4.0,3.81,3.5,13.71,31.63
1126993,A,Equipo_acarreo 10,Operador 40,Desmonte,Flota_carguio 1,Equipo_carguio 1,2,204,44,253.8,294.0,1.7,2.54,1.61,1.53,28.2,25.99
1126994,A,Equipo_acarreo 4,Operador 57,Desmonte,Flota_carguio 1,Equipo_carguio 6,0,914,58,736.8,288.0,7.62,7.37,3.8,3.78,14.66,24.25
1126995,A,Equipo_acarreo 19,Operador 56,Desmonte,Flota_carguio 2,Equipo_carguio 2,44,252,42,210.0,276.0,2.1,2.1,1.86,1.79,26.5,31.26
1126999,A,Equipo_acarreo 7,Operador 53,Desmonte,Flota_carguio 1,Equipo_carguio 6,6,1079,32,409.8,295.0,9.0,4.1,3.86,3.57,12.65,31.61
1127000,A,Equipo_acarreo 25,Operador 47,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,8,856,30,868.2,275.0,7.13,8.68,4.27,4.98,17.78,25.55
1127002,A,Equipo_acarreo 26,Operador 35,Desmonte,Flota_carguio 2,Equipo_carguio 2,66,392,38,318.0,277.0,3.27,3.18,3.09,3.07,28.32,34.7
1127003,A,Equipo_acarreo 15,Operador 63,Desmonte,Flota_carguio 1,Equipo_carguio 1,4,368,32,394.2000000000001,287.0,3.07,3.94,2.83,2.85,27.82,33.03
1127004,A,Equipo_acarreo 14,Operador 62,Desmonte,Flota_carguio 2,Equipo_carguio 2,140,236,60,217.8,290.0,1.97,2.18,1.87,1.91,28.38,31.62
1127005,A,Equipo_acarreo 23,Operador 55,Desmonte,Flota_carguio 2,Equipo_carguio 2,284,238,54,240.0,272.0,1.98,2.4,1.84,1.8,27.78,27.9
1127006,A,Equipo_acarreo 10,Operador 40,Desmonte,Flota_carguio 1,Equipo_carguio 1,177,446,44,895.8,283.0,3.72,8.96,2.87,4.13,23.13,27.07
1127007,A,Equipo_acarreo 19,Operador 56,Desmonte,Flota_carguio 2,Equipo_carguio 2,313,264,42,246.0,282.0,2.2,2.46,1.88,1.72,25.5,29.98
1127009,A,Equipo_acarreo 9,Operador 61,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,60,910,46,495.0,279.0,7.58,4.95,4.31,4.37,16.74,32.22
1127010,A,Equipo_acarreo 13,Operador 52,Desmonte,Flota_carguio 1,Equipo_carguio 6,96,960,36,420.0,291.0,12.63,4.2,4.69,3.09,12.73,27.18
1127012,A,Equipo_acarreo 12,Operador 124,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,2,942,48,792.0,275.0,7.85,7.92,4.34,4.46,16.25,24.8
1127013,A,Equipo_acarreo 1,Operador 116,Desmonte,Flota_carguio 1,Equipo_carguio 1,46,342,30,696.0,290.0,2.85,6.96,2.86,3.85,29.98,29.47
1127014,A,Equipo_acarreo 11,Operador 48,Desmonte,Flota_carguio 2,Equipo_carguio 2,4,272,48,376.8,283.0,2.27,3.77,1.87,1.79,24.74,24.3
1127016,A,Equipo_acarreo 14,Operador 62,Desmonte,Flota_carguio 2,Equipo_carguio 2,8,234,46,390.0,300.0,1.95,3.9,1.88,1.79,28.99,30.3
1127017,A,Equipo_acarreo 26,Operador 35,Desmonte,Flota_carguio 2,Equipo_carguio 2,232,222,38,246.0,293.0,1.85,2.46,1.91,1.67,30.5,25.54
1127018,A,Equipo_acarreo 5,Operador 66,Desmonte,Flota_carguio 1,Equipo_carguio 6,250,952,40,328.2,273.0,7.93,3.28,3.79,2.83,14.15,34.59
1127020,A,Equipo_acarreo 2,Operador 41,Desmonte,Flota_carguio 1,Equipo_carguio 6,0,1002,40,444.0,291.0,8.35,4.44,3.79,3.53,13.26,28.64
1127021,A,Equipo_acarreo 15,Operador 63,Desmonte,Flota_carguio 1,Equipo_carguio 1,40,358,34,793.2,273.0,2.98,7.93,2.83,3.88,28.45,26.76
1127022,A,Equipo_acarreo 8,Operador 46,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,6,918,46,466.8,279.0,7.65,4.67,4.32,4.16,16.71,32.12
1127023,A,Equipo_acarreo 23,Operador 55,Desmonte,Flota_carguio 2,Equipo_carguio 2,106,228,38,832.8000000000001,282.0,1.9,8.33,1.87,1.8,29.4,25.42
1127025,A,Equipo_acarreo 7,Operador 53,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,10,1142,32,646.1999999999999,305.0,9.52,6.46,4.29,4.11,13.21,31.11
1127026,A,Equipo_acarreo 19,Operador 56,Desmonte,Flota_carguio 1,Equipo_carguio 1,6,396,36,375.0,293.0,3.3,3.75,2.86,2.82,25.99,30.95
1127027,A,Equipo_acarreo 4,Operador 54,Desmonte,Flota_carguio 1,Equipo_carguio 6,330,1068,46,432.0,299.0,8.9,4.32,3.82,3.78,12.48,28.76
1127030,A,Equipo_acarreo 17,Operador 125,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,8,920,40,538.8000000000001,299.0,7.67,5.39,4.33,4.37,16.53,27.53
1127031,A,Equipo_acarreo 14,Operador 62,Desmonte,Flota_carguio 2,Equipo_carguio 2,333,232,36,504.0,287.0,1.93,5.04,1.93,4.13,29.93,30.62
1127032,A,Equipo_acarreo 26,Operador 35,Desmonte,Flota_carguio 1,Equipo_carguio 1,6,196,44,369.0,283.0,1.63,3.69,1.61,1.51,29.44,35.41
1127033,A,Equipo_acarreo 25,Operador 36,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,8,922,32,523.2,267.0,7.68,5.23,4.22,4.37,16.13,27.94
1127035,A,Equipo_acarreo 1,Operador 116,Desmonte,Flota_carguio 1,Equipo_carguio 6,0,1088,36,487.80000000000007,284.0,9.07,4.88,3.82,3.75,12.48,32.8
1127036,A,Equipo_acarreo 22,Operador 39,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,16,1056,36,601.8,286.0,8.8,6.02,4.35,4.03,14.45,28.67
1127037,A,Equipo_acarreo 27,Operador 114,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,142,962,56,582.0,281.0,8.02,5.82,4.34,4.23,15.9,26.72
1127038,A,Equipo_acarreo 9,Operador 61,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,353,986,48,502.19999999999993,291.0,8.22,5.02,4.32,4.37,15.38,32.39
1127041,A,Equipo_acarreo 19,Operador 56,Desmonte,Flota_carguio 2,Equipo_carguio 2,6,290,36,277.8,290.0,2.42,2.78,1.95,1.89,24.2,29.61
1127042,A,Equipo_acarreo 13,Operador 59,Desmonte,Flota_carguio 2,Equipo_carguio 2,82,266,32,235.8,284.0,2.23,2.36,1.93,1.91,26.21,29.29
1127043,A,Equipo_acarreo 12,Operador 124,Desmonte,Flota_carguio 1,Equipo_carguio 6,0,1086,50,474.0,286.0,9.05,4.74,4.04,3.12,13.01,30.8
1127045,A,Equipo_acarreo 15,Operador 37,Desmonte,Flota_carguio 1,Equipo_carguio 1,4,196,40,169.8,272.0,1.63,1.7,1.54,1.59,28.25,33.44
1127047,A,Equipo_acarreo 5,Operador 66,Desmonte,Flota_carguio 1,Equipo_carguio 1,240,210,36,192.0,278.0,1.75,1.92,1.62,1.62,27.73,30.31
1127048,A,Equipo_acarreo 23,Operador 42,Desmonte,Flota_carguio 2,Equipo_carguio 2,69,264,40,214.2,290.0,2.2,2.14,2.0,1.87,27.18,31.38
1127049,A,Equipo_acarreo 26,Operador 35,Desmonte,Flota_carguio 3,Equipo_carguio 7,346,280,40,198.0,264.0,2.33,1.98,1.47,1.36,18.82,25.09
1127050,A,Equipo_acarreo 14,Operador 62,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,8,1432,50,601.1999999999999,309.0,11.08,6.01,5.17,4.37,14.64,32.42
1127051,A,Equipo_acarreo 11,Operador 48,Desmonte,Flota_carguio 2,Equipo_carguio 2,6,450,46,358.8,287.0,3.75,3.59,3.13,3.1,24.98,31.08
1127052,A,Equipo_acarreo 15,Operador 37,Desmonte,Flota_carguio 1,Equipo_carguio 1,2,194,42,253.8,288.0,1.62,2.54,1.64,1.63,30.55,28.0
1127053,A,Equipo_acarreo 7,Operador 53,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,78,966,42,507.0,286.0,8.05,5.07,4.27,4.37,15.61,30.94
1127054,A,Equipo_acarreo 19,Operador 56,Desmonte,Flota_carguio 2,Equipo_carguio 2,8,272,40,321.0,285.0,2.27,3.21,1.95,2.01,25.85,31.98
1127055,A,Equipo_acarreo 17,Operador 125,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,159,1042,46,697.8000000000001,294.0,8.68,6.98,4.37,4.5,14.81,27.03
1127056,A,Equipo_acarreo 4,Operador 54,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,376,1400,38,790.8,287.0,10.84,7.91,4.19,4.37,12.11,26.91
1127057,A,Equipo_acarreo 21,Operador 51,Desmonte,Flota_carguio 1,Equipo_carguio 6,0,900,46,460.2,281.0,7.5,4.6,3.51,3.39,13.84,26.29
1127058,A,Equipo_acarreo 10,Operador 123,Desmonte,Flota_carguio 3,Equipo_carguio 7,172,314,42,636.0,259.0,2.62,6.36,1.41,5.46,16.06,30.94
1127060,A,Equipo_acarreo 13,Operador 59,Desmonte,Flota_carguio 2,Equipo_carguio 2,4,280,40,238.2,286.0,2.33,2.38,1.94,1.83,24.98,28.19
1127062,A,Equipo_acarreo 6,Operador 115,Desmonte,Flota_carguio 1,Equipo_carguio 6,0,1426,38,391.8,268.0,11.88,3.92,4.64,3.34,15.69,32.78
1127063,A,Equipo_acarreo 23,Operador 42,Desmonte,Flota_carguio 2,Equipo_carguio 2,158,262,40,232.2,284.0,2.18,2.32,1.94,1.93,26.7,29.83
1127064,A,Equipo_acarreo 1,Operador 116,Desmonte,Flota_carguio 2,Equipo_carguio 2,8,232,34,223.8,294.0,1.93,2.24,1.95,1.68,30.51,30.19
1127066,A,Equipo_acarreo 15,Operador 37,Desmonte,Flota_carguio 1,Equipo_carguio 1,16,232,36,505.8,293.0,1.93,5.06,1.71,3.96,26.53,29.18
1127067,A,Equipo_acarreo 27,Operador 114,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,144,1064,48,606.0,271.0,8.87,6.06,4.23,4.23,14.05,25.01
1127068,A,Equipo_acarreo 22,Operador 39,Desmonte,Flota_carguio 1,Equipo_carguio 6,0,1068,56,805.8,279.0,8.9,8.06,3.79,3.84,12.64,26.91
1127069,A,Equipo_acarreo 9,Operador 61,Desmonte,Flota_carguio 1,Equipo_carguio 6,208,1042,46,441.0,285.0,8.68,4.41,3.77,2.85,12.91,31.6
1127071,A,Equipo_acarreo 11,Operador 48,Desmonte,Flota_carguio 2,Equipo_carguio 2,4,280,52,216.0,275.0,2.33,2.16,1.92,1.88,24.69,31.35
1127073,A,Equipo_acarreo 19,Operador 56,Desmonte,Flota_carguio 2,Equipo_carguio 2,8,276,54,889.8,294.0,2.3,8.9,1.97,4.84,25.74,21.73
1127074,A,Equipo_acarreo 13,Operador 59,Desmonte,Flota_carguio 2,Equipo_carguio 2,294,286,40,214.2,298.0,2.38,2.14,1.95,1.87,24.56,31.76
1127075,A,Equipo_acarreo 1,Operador 116,Desmonte,Flota_carguio 1,Equipo_carguio 1,1,194,32,508.2000000000001,276.0,1.62,5.08,1.66,3.95,31.15,29.95
1127077,A,Equipo_acarreo 12,Operador 124,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 5,6,1140,50,538.2,292.0,8.81,5.38,4.51,3.57,16.45,25.06
1127078,A,Equipo_acarreo 23,Operador 42,Desmonte,Flota_carguio 2,Equipo_carguio 2,6,262,42,214.2,289.0,2.18,2.14,1.98,1.85,27.08,31.05
1127079,A,Equipo_acarreo 21,Operador 51,Desmonte,Flota_carguio 1,Equipo_carguio 1,6,234,48,205.8,282.0,1.95,2.06,1.67,1.63,25.69,28.69
1127080,A,Equipo_acarreo 2,Operador 57,Desmonte,Flota_carguio 1,Equipo_carguio 6,0,1060,56,601.8,295.0,8.83,6.02,4.28,4.37,14.51,31.12
1127081,A,Equipo_acarreo 15,Operador 37,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 5,2,772,42,550.2,282.0,6.43,5.5,3.67,3.68,16.77,26.47
1127084,A,Equipo_acarreo 5,Operador 64,Desmonte,Flota_carguio 1,Equipo_carguio 1,98,236,42,253.8,269.0,1.97,2.54,1.58,1.64,24.08,23.6
1127086,A,Equipo_acarreo 24,Operador 50,Desmonte,Flota_carguio 1,Equipo_carguio 6,0,1054,38,520.2,286.0,8.78,5.2,3.6,3.27,12.42,28.38
1127087,A,Equipo_acarreo 13,Operador 59,Desmonte,Flota_carguio 2,Equipo_carguio 2,5,258,38,222.0,263.0,2.15,2.22,1.87,1.81,25.91,29.34
1127088,A,Equipo_acarreo 14,Operador 43,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,277,1026,30,502.19999999999993,301.0,8.55,5.02,4.31,4.04,14.94,29.98
1127089,A,Equipo_acarreo 10,Operador 123,Desmonte,Flota_carguio 2,Equipo_carguio 2,30,236,44,217.8,290.0,1.97,2.18,1.86,1.89,28.45,31.16
1127090,A,Equipo_acarreo 8,Operador 46,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,6,804,36,468.0,270.0,6.7,4.68,3.46,3.46,15.17,27.22
1127091,A,Equipo_acarreo 1,Operador 116,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 5,2,900,30,589.8,282.0,7.5,5.9,3.51,3.39,14.61,20.51
1127092,A,Equipo_acarreo 6,Operador 47,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 5,6,828,34,442.2,282.0,6.9,4.42,3.58,3.56,15.14,31.0
1127093,A,Equipo_acarreo 23,Operador 42,Desmonte,Flota_carguio 2,Equipo_carguio 2,62,274,38,195.0,296.0,2.28,1.95,1.86,1.8,24.31,34.15
1127094,A,Equipo_acarreo 17,Operador 125,Desmonte,Flota_carguio 1,Equipo_carguio 6,0,944,46,526.1999999999999,308.0,7.87,5.26,3.54,3.41,13.35,25.01
1127095,A,Equipo_acarreo 21,Operador 51,Desmonte,Flota_carguio 1,Equipo_carguio 1,52,214,42,232.8,281.0,1.78,2.33,1.58,1.55,26.76,26.2
1127096,A,Equipo_acarreo 26,Operador 35,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,6,976,38,883.2,288.0,8.13,8.83,4.33,4.35,16.47,23.18
1127097,A,Equipo_acarreo 11,Operador 48,Desmonte,Flota_carguio 2,Equipo_carguio 2,8,266,54,220.2,276.0,2.22,2.2,1.86,1.96,24.96,32.0
1127099,A,Equipo_acarreo 25,Operador 36,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 5,22,798,22,577.8000000000001,294.0,6.65,5.78,3.64,3.81,15.96,24.49
1127100,A,Equipo_acarreo 19,Operador 40,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,46,846,36,421.2,297.0,7.05,4.21,3.5,3.55,14.46,25.85
1127101,A,Equipo_acarreo 5,Operador 64,Desmonte,Flota_carguio 1,Equipo_carguio 1,8,249,46,288.0,275.0,2.08,2.88,1.62,1.84,23.75,22.89
1127102,A,Equipo_acarreo 22,Operador 39,Desmonte,Flota_carguio 1,Equipo_carguio 6,0,1034,50,553.8000000000001,283.0,8.62,5.54,3.62,3.37,12.22,22.29
1127103,A,Equipo_acarreo 13,Operador 59,Desmonte,Flota_carguio 2,Equipo_carguio 2,54,256,38,259.20000000000005,290.0,2.13,2.59,1.88,1.8,26.17,25.5
1127104,A,Equipo_acarreo 27,Operador 114,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,6,1042,52,667.8000000000001,279.0,8.68,6.68,3.62,3.59,12.18,22.89
1127105,A,Equipo_acarreo 4,Operador 54,Desmonte,Flota_carguio 1,Equipo_carguio 6,92,914,38,462.0,286.0,7.62,4.62,3.61,3.39,13.86,26.51
1127107,A,Equipo_acarreo 10,Operador 123,Desmonte,Flota_carguio 2,Equipo_carguio 2,8,218,48,229.8,280.0,1.82,2.3,1.87,1.85,30.65,28.87
1127108,A,Equipo_acarreo 9,Operador 61,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 5,8,800,46,438.0,291.0,6.67,4.38,3.64,3.58,15.89,28.52
1127109,A,Equipo_acarreo 23,Operador 42,Desmonte,Flota_carguio 2,Equipo_carguio 2,65,250,42,486.0,292.0,2.08,4.86,1.89,4.09,27.04,31.24
1127110,A,Equipo_acarreo 21,Operador 51,Desmonte,Flota_carguio 1,Equipo_carguio 1,77,226,54,544.8,292.0,1.88,5.45,1.62,3.87,25.69,27.48
1127111,A,Equipo_acarreo 12,Operador 52,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,8,802,44,535.8,279.0,6.68,5.36,3.58,3.42,15.67,24.54
1127114,A,Equipo_acarreo 11,Operador 48,Desmonte,Flota_carguio 2,Equipo_carguio 2,4,220,46,564.0,274.0,1.83,5.64,1.76,3.95,27.87,26.52
1127115,A,Equipo_acarreo 2,Operador 57,Desmonte,Flota_carguio 1,Equipo_carguio 6,0,964,46,504.0,298.0,8.03,5.04,3.61,3.44,13.2,25.44
1127116,A,Equipo_acarreo 8,Operador 46,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,8,798,50,486.0,274.0,6.65,4.86,3.51,3.26,15.39,26.34
1127117,A,Equipo_acarreo 13,Operador 59,Desmonte,Flota_carguio 2,Equipo_carguio 2,49,234,40,238.2,281.0,1.95,2.38,1.84,1.91,28.07,29.02
1127118,A,Equipo_acarreo 5,Operador 64,Desmonte,Flota_carguio 2,Equipo_carguio 2,5,284,48,262.2,292.0,2.37,2.62,1.87,1.88,23.55,26.0
1127119,A,Equipo_acarreo 10,Operador 123,Desmonte,Flota_carguio 2,Equipo_carguio 2,152,240,48,253.8,265.0,2.0,2.54,1.84,1.88,27.35,26.88
1127120,A,Equipo_acarreo 24,Operador 50,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 5,2,880,44,703.2,274.0,7.33,7.03,3.63,3.74,14.35,23.48
1127121,A,Equipo_acarreo 1,Operador 116,Mineral Sulfuro,Flota_carguio 1,Equipo_carguio 4,52,202,60,199.8,295.0,1.68,2.0,1.48,1.56,26.38,28.09
1127122,A,Equipo_acarreo 6,Operador 47,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,18,822,32,484.2000000000001,303.0,6.85,4.84,3.44,3.43,14.59,29.42
1127123,A,Equipo_acarreo 17,Operador 125,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,8,828,34,531.0,280.0,6.9,5.31,3.49,2.84,14.7,24.63
1127124,A,Equipo_acarreo 14,Operador 43,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 5,28,840,36,661.1999999999999,282.0,7.0,6.61,3.64,3.53,15.14,23.95
1127125,A,Equipo_acarreo 25,Operador 36,Desmonte,Flota_carguio 1,Equipo_carguio 6,0,1030,44,715.8,303.0,8.59,7.16,3.62,3.52,12.42,20.58
1127126,A,Equipo_acarreo 23,Operador 42,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,24,752,50,553.8000000000001,279.0,6.27,5.54,3.47,3.41,16.22,23.52
1127127,A,Equipo_acarreo 21,Operador 51,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,6,880,50,583.8000000000001,289.0,7.33,5.84,3.51,3.57,14.03,24.95
1127128,A,Equipo_acarreo 5,Operador 64,Desmonte,Flota_carguio 2,Equipo_carguio 2,6,264,38,277.8,287.0,2.2,2.78,1.9,1.9,25.78,24.89
1127129,A,Equipo_acarreo 11,Operador 48,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 5,6,830,40,634.8,288.0,6.92,6.35,3.69,3.84,15.61,27.26
1127130,A,Equipo_acarreo 9,Operador 61,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,143,870,40,454.2000000000001,307.0,7.25,4.54,3.5,3.13,14.22,27.6
1127133,A,Equipo_acarreo 4,Operador 54,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,18,812,36,883.2,286.0,6.77,8.83,3.44,4.12,14.86,21.04
1127134,A,Equipo_acarreo 13,Operador 59,Desmonte,Flota_carguio 2,Equipo_carguio 2,6,280,48,268.8,270.0,2.33,2.69,1.98,1.83,25.22,25.76
1127136,A,Equipo_acarreo 10,Operador 123,Desmonte,Flota_carguio 2,Equipo_carguio 2,2,660,36,354.0,286.0,3.88,3.54,1.3,2.12,19.75,24.36
1127137,A,Equipo_acarreo 27,Operador 114,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,32,958,54,384.0,290.0,7.98,3.84,3.5,2.59,12.78,25.55
1127138,A,Equipo_acarreo 15,Operador 37,Desmonte,Flota_carguio 1,Equipo_carguio 6,0,900,32,508.8,296.0,7.5,5.09,3.61,3.61,14.39,29.27
1127139,A,Equipo_acarreo 26,Operador 35,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,6,1110,36,343.8,287.0,7.09,3.44,3.44,2.4,14.69,25.05
1127140,A,Equipo_acarreo 19,Operador 40,Desmonte,Flota_carguio 1,Equipo_carguio 6,139,944,38,442.8,280.0,7.87,4.43,3.55,3.5,13.35,28.85
1127142,A,Equipo_acarreo 2,Operador 57,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,22,1166,40,492.0,290.0,7.0,4.92,3.42,3.49,15.17,27.44
1127143,A,Equipo_acarreo 5,Operador 64,Desmonte,Flota_carguio 2,Equipo_carguio 2,2,280,54,277.8,291.0,2.33,2.78,1.95,1.94,25.1,28.37
1127145,A,Equipo_acarreo 6,Operador 47,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,220,800,36,502.19999999999993,278.0,6.67,5.02,4.26,4.2,18.91,31.8
1127146,A,Equipo_acarreo 13,Operador 59,Desmonte,Flota_carguio 2,Equipo_carguio 2,4,224,58,243.0,266.0,1.87,2.43,1.81,1.91,28.98,28.49
1127147,A,Equipo_acarreo 24,Operador 50,Desmonte,Flota_carguio 1,Equipo_carguio 6,0,1028,36,486.0,300.0,8.57,4.86,3.61,3.63,12.58,29.19
1127148,A,Equipo_acarreo 14,Operador 43,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 5,0,852,34,454.2000000000001,285.0,7.11,4.54,3.74,3.61,15.35,30.54
1127149,A,Equipo_acarreo 23,Operador 42,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 5,24,828,42,388.2,289.0,6.9,3.88,3.67,3.39,15.6,31.75
1127150,A,Equipo_acarreo 7,Operador 53,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,6,926,34,586.1999999999999,266.0,7.72,5.86,4.25,4.21,16.35,27.65
1127151,A,Equipo_acarreo 9,Operador 61,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 5,130,878,48,457.8,290.0,7.32,4.58,3.76,3.91,15.02,30.39
1127152,A,Equipo_acarreo 5,Operador 64,Desmonte,Flota_carguio 2,Equipo_carguio 2,2,308,40,289.8,306.0,2.57,2.9,1.9,1.87,21.91,23.1
1127153,A,Equipo_acarreo 17,Operador 125,Desmonte,Flota_carguio 2,Equipo_carguio 3,14,830,36,462.0,299.0,6.92,4.62,3.4,3.32,14.43,26.93
1127154,A,Equipo_acarreo 27,Operador 114,Desmonte,Flota_carguio 2,Equipo_carguio 2,136,322,50,328.2,281.0,2.68,3.28,1.87,1.82,20.66,24.43
1127155,A,Equipo_acarreo 11,Operador 48,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 5,76,902,46,420.0,282.0,7.52,4.2,3.63,3.41,14.1,31.07
1127156,A,Equipo_acarreo 21,Operador 51,Desmonte,Flota_carguio 1,Equipo_carguio 6,0,1040,44,378.0,295.0,8.67,3.78,3.55,3.46,12.17,33.18
1127157,A,Equipo_acarreo 25,Operador 36,Desmonte,Flota_carguio 2,Equipo_carguio 3,6,788,32,376.2,292.0,6.57,3.76,3.46,3.31,15.55,31.79
1127158,A,Equipo_acarreo 26,Operador 35,Desmonte,Flota_carguio 1,Equipo_carguio 1,6,310,36,352.2,283.0,2.58,3.52,2.67,2.76,31.09,28.11
1127159,A,Equipo_acarreo 1,Operador 116,Desmonte,Flota_carguio 1,Equipo_carguio 6,0,1064,32,639.0,293.0,8.87,6.39,3.6,3.89,12.01,28.52
1127160,A,Equipo_acarreo 4,Operador 54,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,16,950,48,582.0,275.0,7.92,5.82,4.29,4.18,16.11,26.44
1127161,A,Equipo_acarreo 12,Operador 52,Mineral Sulfuro,Flota_carguio 2,Equipo_carguio 5,64,788,46,582.0,284.0,6.57,5.82,3.8,3.65,16.98,26.7
1127162,A,Equipo_acarreo 13,Operador 59,Desmonte,Flota_carguio 2,Equipo_carguio 2,6,274,36,337.8,296.0,2.28,3.38,1.89,1.84,24.55,19.55
1127163,A,Equipo_acarreo 15,Operador 37,Desmonte,Flota_carguio 2,Equipo_carguio 3,38,828,42,535.8,284.0,6.9,5.36,3.45,3.43,14.7,23.94
1127164,A,Equipo_acarreo 10,Operador 63,Desmonte,Flota_carguio 1,Equipo_carguio 1,8,386,32,354.0,281.0,2.71,3.54,2.59,3.26,31.3,33.2
1127167,A,Equipo_acarreo 5,Operador 64,Desmonte,Flota_carguio 2,Equipo_carguio 2,2,280,38,289.8,277.0,2.33,2.9,1.87,1.89,23.86,23.46
1127168,A,Equipo_acarreo 2,Operador 57,Desmonte,Flota_carguio 1,Equipo_carguio 6,0,964,46,595.8,270.0,8.03,5.96,3.59,3.63,13.12,27.97
1127169,A,Equipo_acarreo 6,Operador 47,Desmonte,Flota_carguio 2,Equipo_carguio 3,14,724,34,474.0,283.0,6.03,4.74,3.43,3.43,16.76,28.58
1127171,A,Equipo_acarreo 14,Operador 43,Desmonte,Flota_carguio 2,Equipo_carguio 3,5,866,34,373.8,290.0,7.22,3.74,3.49,2.96,14.08,28.45
1127172,A,Equipo_acarreo 27,Operador 114,Desmonte,Flota_carguio 2,Equipo_carguio 2,8,286,40,282.0,270.0,2.38,2.82,1.89,1.91,23.77,24.24
1127173,A,Equipo_acarreo 26,Operador 35,Desmonte,Flota_carguio 1,Equipo_carguio 1,8,234,52,504.0,266.0,1.95,5.04,1.64,4.36,25.29,30.98
1127175,A,Equipo_acarreo 24,Operador 50,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,96,1004,36,504.0,280.0,8.37,5.04,4.26,3.98,14.97,28.98
1127177,A,Equipo_acarreo 17,Operador 125,Mineral Óxido,Flota_carguio 2,Equipo_carguio 3,134,1438,50,516.0,297.0,11.98,5.16,5.04,4.33,16.37,30.34
